Ethnicity,Subject,TestScorePercentage,StateTestPercentage,gsid
Asian,English,84,75,17054
All students,Science,64,50,17054
Hispanic,Science,57,37,17054
Filipino,Science,81,67,17054
Two or more races,Science,71,66,17054
Black,Science,49,32,17054
White,Science,78,68,17054
Asian,Science,75,76,17054
All students,English,57,48,12510
Hispanic,English,48,37,12510
White,English,67,64,12510
Black,English,53,31,12510
Asian,English,56,75,12510
Filipino,English,80,70,12510
Two or more races,English,73,63,12510
All students,Math,44,37,12510
Hispanic,Math,38,24,12510
White,Math,50,53,12510
Black,Math,38,18,12510
Asian,Math,56,72,12510
Filipino,Math,73,57,12510
Two or more races,Math,53,52,12510
All students,Science,57,53,12510
Hispanic,Science,55,40,12510
White,Science,59,74,12510
All students,Math,8,37,27139
Hispanic,Math,5,24,27139
White,Math,14,53,27139
All students,English,44,48,27139
Hispanic,English,33,37,27139
White,English,55,64,27139
All students,Science,17,50,27139
Hispanic,Science,15,37,27139
White,Science,27,68,27139
All students,Math,31,37,24692
Hispanic,Math,19,24,24692
White,Math,49,53,24692
Two or more races,Math,38,52,24692
Asian,Math,59,72,24692
Black,Math,18,18,24692
All students,English,60,48,24692
Hispanic,English,51,37,24692
White,English,73,64,24692
Two or more races,English,72,63,24692
Asian,English,70,75,24692
Black,English,50,31,24692
All students,Science,81,61,24692
Hispanic,Science,76,49,24692
White,Science,88,78,24692
Asian,Science,88,85,24692
All students,Math,41,37,6278
Hispanic,Math,35,24,6278
White,Math,52,53,6278
Two or more races,Math,57,52,6278
Filipino,Math,71,57,6278
Black,Math,35,18,6278
Asian,Math,75,72,6278
All students,English,56,48,6278
Hispanic,English,50,37,6278
White,English,72,64,6278
Two or more races,English,70,63,6278
Filipino,English,82,70,6278
Black,English,39,31,6278
Asian,English,79,75,6278
All students,Science,56,61,6278
Hispanic,Science,52,49,6278
White,Science,74,78,6278
Two or more races,Science,65,75,6278
Filipino,Science,72,79,6278
Black,Science,58,43,6278
All students,English,73,48,6279
Hispanic,English,69,37,6279
White,English,81,64,6279
Filipino,English,86,70,6279
Two or more races,English,84,63,6279
Black,English,62,31,6279
Asian,English,82,75,6279
All students,Science,65,50,6279
Hispanic,Science,60,37,6279
White,Science,81,68,6279
Filipino,Science,72,67,6279
Two or more races,Science,90,66,6279
Black,Science,55,32,6279
All students,Math,40,37,6279
Hispanic,Math,34,24,6279
White,Math,52,53,6279
Filipino,Math,62,57,6279
Two or more races,Math,57,52,6279
Black,Math,25,18,6279
Asian,Math,64,72,6279
All students,English,31,48,6280
Hispanic,English,30,37,6280
Black,English,8,31,6280
White,English,48,64,6280
Filipino,English,48,70,6280
Two or more races,English,58,63,6280
All students,Math,22,37,6280
Hispanic,Math,21,24,6280
Black,Math,8,18,6280
White,Math,45,53,6280
Filipino,Math,35,57,6280
Two or more races,Math,42,52,6280
All students,Science,32,61,6280
Hispanic,Science,31,49,6280
All students,Math,17,37,6281
Hispanic,Math,16,24,6281
Black,Math,9,18,6281
All students,English,56,48,6281
Hispanic,English,55,37,6281
Black,English,45,31,6281
All students,Science,36,50,6281
Hispanic,Science,34,37,6281
All students,Math,25,37,6282
Hispanic,Math,24,24,6282
Two or more races,Math,39,52,6282
White,Math,34,53,6282
Black,Math,10,18,6282
Filipino,Math,50,57,6282
All students,English,39,48,6282
Hispanic,English,37,37,6282
Two or more races,English,58,63,6282
White,English,41,64,6282
Black,English,44,31,6282
Filipino,English,67,70,6282
All students,Science,48,61,6282
Hispanic,Science,46,49,6282
White,Science,45,78,6282
All students,Math,21,37,6283
Hispanic,Math,20,24,6283
White,Math,55,53,6283
Black,Math,0,18,6283
Two or more races,Math,22,52,6283
All students,English,48,48,6283
Hispanic,English,46,37,6283
White,English,78,64,6283
Black,English,27,31,6283
Two or more races,English,61,63,6283
All students,Science,39,50,6283
Hispanic,Science,38,37,6283
White,Science,86,68,6283
Filipino,Science,70,67,6283
Two or more races,Science,73,66,6283
All students,English,68,48,12517
Hispanic,English,62,37,12517
Filipino,English,84,70,12517
White,English,79,64,12517
Two or more races,English,75,63,12517
Black,English,45,31,12517
Asian,English,81,75,12517
All students,Math,53,37,12517
Hispanic,Math,44,24,12517
Filipino,Math,71,57,12517
White,Math,66,53,12517
Two or more races,Math,63,52,12517
Black,Math,29,18,12517
Asian,Math,85,72,12517
All students,Science,71,61,12517
Hispanic,Science,63,49,12517
Filipino,Science,84,79,12517
White,Science,82,78,12517
Two or more races,Science,80,75,12517
Black,Science,54,43,12517
Asian,Science,93,85,12517
All students,Math,37,37,6134
Hispanic,Math,36,24,6134
Black,Math,33,18,6134
Asian,Math,50,72,6134
All students,English,51,48,6134
Hispanic,English,51,37,6134
Black,English,47,31,6134
Asian,English,50,75,6134
All students,Science,70,53,6134
Hispanic,Science,72,40,6134
All students,Math,17,37,25127
Hispanic,Math,16,24,25127
Black,Math,15,18,25127
Asian,Math,28,72,25127
All students,English,38,48,25127
Hispanic,English,37,37,25127
Black,English,35,31,25127
Asian,English,67,75,25127
All students,Science,28,55,25127
Hispanic,Science,25,43,25127
Black,Science,22,37,25127
Asian,Science,64,76,25127
All students,English,34,48,6246
Hispanic,English,38,37,6246
Black,English,23,31,6246
White,English,67,64,6246
All students,Math,30,37,6246
Hispanic,Math,35,24,6246
Black,Math,22,18,6246
White,Math,47,53,6246
All students,Science,44,57,6246
Hispanic,Science,69,44,6246
Black,Science,14,40,6246
All students,Math,56,37,5837
Hispanic,Math,52,24,5837
White,Math,81,53,5837
All students,English,65,48,5837
Hispanic,English,63,37,5837
White,English,81,64,5837
All students,Science,66,53,5837
Hispanic,Science,63,40,5837
All students,Math,25,37,6286
Hispanic,Math,23,24,6286
White,Math,44,53,6286
Two or more races,Math,21,52,6286
Filipino,Math,58,57,6286
Black,Math,18,18,6286
All students,English,45,48,6286
Hispanic,English,42,37,6286
White,English,63,64,6286
Two or more races,English,47,63,6286
Filipino,English,73,70,6286
Black,English,50,31,6286
All students,Science,46,61,6286
Hispanic,Science,43,49,6286
White,Science,67,78,6286
Two or more races,Science,50,75,6286
Filipino,Science,77,79,6286
All students,Math,75,37,6034
White,Math,79,53,6034
Hispanic,Math,61,24,6034
Filipino,Math,79,57,6034
Asian,Math,91,72,6034
Two or more races,Math,76,52,6034
Black,Math,60,18,6034
All students,English,85,48,6034
White,English,92,64,6034
Hispanic,English,74,37,6034
Filipino,English,86,70,6034
Asian,English,93,75,6034
Two or more races,English,86,63,6034
Black,English,73,31,6034
All students,Science,90,53,6034
White,Science,86,74,6034
Hispanic,Science,89,40,6034
Filipino,Science,92,72,6034
Asian,Science,94,78,6034
All students,Math,22,37,12222
White,Math,25,53,12222
Hispanic,Math,14,24,12222
Black,Math,15,18,12222
Asian,Math,57,72,12222
Filipino,Math,35,57,12222
Native American or Native Alaskan,Math,21,25,12222
Two or more races,Math,25,52,12222
All students,English,44,48,12222
White,English,48,64,12222
Hispanic,English,38,37,12222
Black,English,28,31,12222
Asian,English,67,75,12222
Filipino,English,57,70,12222
Native American or Native Alaskan,English,43,36,12222
Two or more races,English,44,63,12222
All students,Science,42,55,12222
White,Science,47,73,12222
Hispanic,Science,32,42,12222
Black,Science,30,37,12222
Two or more races,Science,56,71,12222
All students,Math,28,37,6193
Hispanic,Math,24,24,6193
Asian,Math,45,72,6193
Black,Math,12,18,6193
Two or more races,Math,17,52,6193
White,Math,36,53,6193
All students,English,36,48,6193
Hispanic,English,30,37,6193
Asian,English,52,75,6193
Black,English,23,31,6193
Two or more races,English,50,63,6193
White,English,29,64,6193
All students,Science,22,61,6193
Hispanic,Science,20,49,6193
Asian,Science,32,85,6193
Black,Science,13,43,6193
All students,Math,26,37,5819
White,Math,30,53,5819
Hispanic,Math,21,24,5819
Black,Math,17,18,5819
Asian,Math,36,72,5819
Filipino,Math,50,57,5819
All students,English,42,48,5819
White,English,44,64,5819
Hispanic,English,37,37,5819
Black,English,35,31,5819
Asian,English,64,75,5819
Filipino,English,43,70,5819
All students,Science,72,61,5819
White,Science,64,78,5819
Hispanic,Science,77,49,5819
Black,Science,73,43,5819
All students,Math,26,37,5819
White,Math,30,53,5819
Hispanic,Math,21,24,5819
Black,Math,17,18,5819
Asian,Math,36,72,5819
Filipino,Math,50,57,5819
All students,English,42,48,5819
White,English,44,64,5819
Hispanic,English,37,37,5819
Black,English,35,31,5819
Asian,English,64,75,5819
Filipino,English,43,70,5819
All students,Science,72,61,5819
White,Science,64,78,5819
Hispanic,Science,77,49,5819
Black,Science,73,43,5819
All students,Math,51,37,6209
White,Math,56,53,6209
Hispanic,Math,40,24,6209
All students,English,62,48,6209
White,English,68,64,6209
Hispanic,English,57,37,6209
All students,Science,74,57,6209
White,Science,75,74,6209
Hispanic,Science,73,49,6209
All students,English,86,48,5884
White,English,86,64,5884
Hispanic,English,77,37,5884
Two or more races,English,92,63,5884
All students,Math,79,37,5884
White,Math,81,53,5884
Hispanic,Math,61,24,5884
Two or more races,Math,85,52,5884
All students,Science,91,53,5884
White,Science,90,74,5884
Hispanic,Science,100,40,5884
All students,Math,55,37,5845
Hispanic,Math,43,24,5845
White,Math,65,53,5845
Filipino,Math,74,57,5845
Two or more races,Math,71,52,5845
Asian,Math,81,72,5845
Black,Math,47,18,5845
All students,English,67,48,5845
Hispanic,English,61,37,5845
White,English,71,64,5845
Filipino,English,82,70,5845
Two or more races,English,78,63,5845
Asian,English,80,75,5845
Black,English,58,31,5845
All students,Science,80,53,5845
Hispanic,Science,70,40,5845
White,Science,88,74,5845
Filipino,Science,92,72,5845
All students,Science,37,50,5908
Hispanic,Science,34,37,5908
White,Science,70,68,5908
All students,English,60,48,5908
Hispanic,English,57,37,5908
White,English,71,64,5908
All students,Math,23,37,5908
Hispanic,Math,19,24,5908
White,Math,39,53,5908
All students,Math,63,37,3458
White,Math,66,53,3458
Hispanic,Math,38,24,3458
Asian,Math,81,72,3458
Two or more races,Math,62,52,3458
All students,English,67,48,3458
White,English,67,64,3458
Hispanic,English,52,37,3458
Asian,English,77,75,3458
Two or more races,English,85,63,3458
All students,Science,63,53,3458
White,Science,62,74,3458
All students,Science,31,50,12223
Hispanic,Science,29,37,12223
Native American or Native Alaskan,Science,67,44,12223
All students,English,56,48,12223
Hispanic,English,55,37,12223
Filipino,English,73,70,12223
All students,Math,35,37,12223
Hispanic,Math,35,24,12223
Filipino,Math,55,57,12223
All students,Math,59,37,6048
White,Math,65,53,6048
Asian,Math,57,72,6048
Hispanic,Math,43,24,6048
Filipino,Math,64,57,6048
Two or more races,Math,60,52,6048
All students,English,67,48,6048
White,English,69,64,6048
Asian,English,60,75,6048
Hispanic,English,51,37,6048
Filipino,English,71,70,6048
Two or more races,English,88,63,6048
All students,Science,71,53,6048
White,Science,71,74,6048
Asian,Science,91,78,6048
Filipino,Science,58,72,6048
All students,Math,88,37,14994
White,Math,85,53,14994
Asian,Math,94,72,14994
Hispanic,Math,71,24,14994
Two or more races,Math,95,52,14994
All students,English,89,48,14994
White,English,92,64,14994
Asian,English,93,75,14994
Hispanic,English,66,37,14994
Two or more races,English,86,63,14994
All students,Science,98,53,14994
White,Science,98,74,14994
Asian,Science,100,78,14994
All students,Science,65,50,5931
White,Science,64,68,5931
Hispanic,Science,64,37,5931
Two or more races,Science,74,66,5931
Black,Science,42,32,5931
Asian,Science,72,76,5931
All students,English,69,48,5931
White,English,69,64,5931
Hispanic,English,66,37,5931
Two or more races,English,69,63,5931
Black,English,67,31,5931
Asian,English,80,75,5931
All students,Math,45,37,5931
White,Math,46,53,5931
Hispanic,Math,40,24,5931
Two or more races,Math,57,52,5931
Black,Math,33,18,5931
Asian,Math,67,72,5931
All students,Math,39,37,6018
Hispanic,Math,26,24,6018
White,Math,55,53,6018
Two or more races,Math,30,52,6018
All students,English,41,48,6018
Hispanic,English,29,37,6018
White,English,57,64,6018
Two or more races,English,30,63,6018
All students,Science,34,53,6018
Hispanic,Science,17,40,6018
White,Science,55,74,6018
All students,Math,25,37,6008
Hispanic,Math,23,24,6008
White,Math,31,53,6008
All students,English,25,48,6008
Hispanic,English,23,37,6008
White,English,46,64,6008
All students,Science,35,53,6008
Hispanic,Science,35,40,6008
All students,Math,63,37,5887
White,Math,72,53,5887
Hispanic,Math,44,24,5887
Two or more races,Math,75,52,5887
All students,English,69,48,5887
White,English,77,64,5887
Hispanic,English,51,37,5887
Two or more races,English,69,63,5887
All students,Science,64,53,5887
White,Science,70,74,5887
Hispanic,Science,50,40,5887
All students,Math,38,37,5856
Hispanic,Math,34,24,5856
White,Math,58,53,5856
Filipino,Math,65,57,5856
Black,Math,24,18,5856
All students,English,50,48,5856
Hispanic,English,45,37,5856
White,English,65,64,5856
Filipino,English,85,70,5856
Black,English,53,31,5856
All students,Science,54,53,5856
Hispanic,Science,51,40,5856
All students,Math,31,37,6304
Hispanic,Math,30,24,6304
White,Math,35,53,6304
All students,English,50,48,6304
Hispanic,English,50,37,6304
White,English,53,64,6304
All students,Science,71,57,6304
Hispanic,Science,67,44,6304
All students,Science,56,50,11128
Hispanic,Science,47,37,11128
White,Science,72,68,11128
Native American or Native Alaskan,Science,35,44,11128
All students,Math,36,37,11128
Hispanic,Math,29,24,11128
White,Math,49,53,11128
Native American or Native Alaskan,Math,29,25,11128
All students,English,57,48,11128
Hispanic,English,50,37,11128
White,English,72,64,11128
Native American or Native Alaskan,English,38,36,11128
All students,Math,19,37,11132
Hispanic,Math,9,24,11132
White,Math,35,53,11132
Native American or Native Alaskan,Math,9,25,11132
Two or more races,Math,24,52,11132
All students,English,34,48,11132
Hispanic,English,24,37,11132
White,English,53,64,11132
Native American or Native Alaskan,English,19,36,11132
Two or more races,English,50,63,11132
All students,Science,49,61,11132
Hispanic,Science,41,49,11132
White,Science,64,78,11132
Native American or Native Alaskan,Science,21,52,11132
All students,Math,44,37,6309
White,Math,57,53,6309
Hispanic,Math,28,24,6309
Two or more races,Math,47,52,6309
Asian,Math,47,72,6309
All students,English,48,48,6309
White,English,54,64,6309
Hispanic,English,42,37,6309
Two or more races,English,50,63,6309
Asian,English,33,75,6309
All students,Science,58,53,6309
White,Science,62,74,6309
Hispanic,Science,49,40,6309
Two or more races,Science,69,72,6309
All students,Math,22,37,6311
Hispanic,Math,18,24,6311
White,Math,41,53,6311
All students,English,38,48,6311
Hispanic,English,34,37,6311
White,English,66,64,6311
All students,Science,21,53,6311
Hispanic,Science,15,40,6311
White,Science,50,74,6311
All students,English,44,48,31146
White,English,49,64,31146
Hispanic,English,36,37,31146
Two or more races,English,45,63,31146
All students,Math,28,37,31146
White,Math,33,53,31146
Hispanic,Math,16,24,31146
Two or more races,Math,39,52,31146
All students,Science,53,57,31146
White,Science,67,74,31146
Hispanic,Science,35,44,31146
All students,Math,15,37,6312
Hispanic,Math,15,24,6312
White,Math,38,53,6312
All students,English,26,48,6312
Hispanic,English,24,37,6312
White,English,75,64,6312
All students,Science,13,53,6312
Hispanic,Science,12,40,6312
All students,Math,43,37,6313
Hispanic,Math,33,24,6313
White,Math,61,53,6313
Two or more races,Math,42,52,6313
Asian,Math,92,72,6313
Black,Math,25,18,6313
All students,English,51,48,6313
Hispanic,English,42,37,6313
White,English,68,64,6313
Two or more races,English,53,63,6313
Asian,English,100,75,6313
Black,English,33,31,6313
All students,Science,55,53,6313
Hispanic,Science,49,40,6313
White,Science,63,74,6313
All students,Math,53,37,6315
Hispanic,Math,40,24,6315
White,Math,76,53,6315
All students,English,67,48,6315
Hispanic,English,59,37,6315
White,English,85,64,6315
All students,Science,55,53,6315
Hispanic,Science,46,40,6315
White,Science,78,74,6315
All students,English,43,48,5808
White,English,58,64,5808
Hispanic,English,31,37,5808
Black,English,29,31,5808
Two or more races,English,56,63,5808
All students,Math,34,37,5808
White,Math,47,53,5808
Hispanic,Math,24,24,5808
Black,Math,29,18,5808
Two or more races,Math,31,52,5808
All students,Science,53,53,5808
White,Science,71,74,5808
Hispanic,Science,45,40,5808
All students,Math,55,37,6151
